date,city,state,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,condition,year,month,month_name,day_name,temperature_f,heat_index_proxy
2026-01-24,Bengaluru,Karnataka,31.2,77.7,9.7,8.0,Partly Cloudy,2026,1,January,Saturday,88.16,35.08
2026-01-24,Hyderabad,Telangana,32.9,61.1,12.4,1.5,Clear,2026,1,January,Saturday,91.22,35.96
2026-01-24,Chennai,Tamil Nadu,35.3,76.0,16.0,6.0,Cloudy,2026,1,January,Saturday,95.54,39.1
2026-01-24,Pune,Maharashtra,32.3,64.5,8.4,0.7,Sunny,2026,1,January,Saturday,90.14,35.52
2026-01-24,Mumbai,Maharashtra,34.0,84.7,16.0,3.1,Humid,2026,1,January,Saturday,93.2,38.24
2026-01-24,Delhi,Delhi,38.2,50.4,14.8,1.2,Clear,2026,1,January,Saturday,100.76,40.72
2026-01-24,Kolkata,West Bengal,36.0,76.2,11.4,6.0,Rain,2026,1,January,Saturday,96.8,39.81
2026-01-24,Ahmedabad,Gujarat,36.7,49.8,21.2,0.2,Sunny,2026,1,January,Saturday,98.06,39.19
2026-01-24,Jaipur,Rajasthan,36.9,40.6,15.6,0.2,Clear,2026,1,January,Saturday,98.42,38.93
2026-01-24,Kochi,Kerala,30.0,80.5,12.4,20.4,Rain,2026,1,January,Saturday,86.0,34.02
2026-01-25,Bengaluru,Karnataka,28.8,72.9,13.7,2.3,Partly Cloudy,2026,1,January,Sunday,83.84,32.44
2026-01-25,Hyderabad,Telangana,34.8,55.6,15.1,2.4,Clear,2026,1,January,Sunday,94.64,37.58
2026-01-25,Chennai,Tamil Nadu,35.8,67.3,17.8,6.8,Cloudy,2026,1,January,Sunday,96.44,39.16
2026-01-25,Pune,Maharashtra,30.9,60.2,9.9,1.3,Sunny,2026,1,January,Sunday,87.62,33.91
2026-01-25,Mumbai,Maharashtra,30.4,79.7,16.0,5.4,Humid,2026,1,January,Sunday,86.72,34.38
2026-01-25,Delhi,Delhi,37.6,55.9,12.1,0.6,Clear,2026,1,January,Sunday,99.68,40.4
2026-01-25,Kolkata,West Bengal,34.7,75.5,7.5,9.0,Rain,2026,1,January,Sunday,94.46,38.48
2026-01-25,Ahmedabad,Gujarat,35.5,44.2,19.3,0.1,Sunny,2026,1,January,Sunday,95.9,37.71
2026-01-25,Jaipur,Rajasthan,38.6,36.2,16.9,0.3,Clear,2026,1,January,Sunday,101.48,40.41
2026-01-25,Kochi,Kerala,31.6,77.8,11.1,10.7,Rain,2026,1,January,Sunday,88.88,35.49
2026-01-26,Bengaluru,Karnataka,32.5,66.9,14.3,11.7,Partly Cloudy,2026,1,January,Monday,90.5,35.84
2026-01-26,Hyderabad,Telangana,34.5,65.4,12.7,3.7,Clear,2026,1,January,Monday,94.1,37.77
2026-01-26,Chennai,Tamil Nadu,35.3,76.4,20.8,3.2,Cloudy,2026,1,January,Monday,95.54,39.12
2026-01-26,Pune,Maharashtra,32.4,64.0,7.6,1.2,Sunny,2026,1,January,Monday,90.32,35.6
2026-01-26,Mumbai,Maharashtra,33.4,73.2,18.5,5.8,Humid,2026,1,January,Monday,92.12,37.06
2026-01-26,Delhi,Delhi,37.9,47.0,12.4,1.7,Clear,2026,1,January,Monday,100.22,40.25
2026-01-26,Kolkata,West Bengal,33.7,77.7,9.7,7.4,Rain,2026,1,January,Monday,92.66,37.58
2026-01-26,Ahmedabad,Gujarat,35.4,40.5,17.2,0.5,Sunny,2026,1,January,Monday,95.72,37.42
2026-01-26,Jaipur,Rajasthan,38.9,47.5,13.5,0.3,Clear,2026,1,January,Monday,102.02,41.28
2026-01-26,Kochi,Kerala,30.1,84.4,11.9,10.4,Rain,2026,1,January,Monday,86.18,34.32
2026-01-27,Bengaluru,Karnataka,32.3,72.8,12.7,10.6,Partly Cloudy,2026,1,January,Tuesday,90.14,35.94
2026-01-27,Hyderabad,Telangana,32.0,67.9,15.3,1.9,Clear,2026,1,January,Tuesday,89.6,35.4
2026-01-27,Chennai,Tamil Nadu,36.6,66.7,21.2,6.8,Cloudy,2026,1,January,Tuesday,97.88,39.94
2026-01-27,Pune,Maharashtra,30.7,61.7,9.9,0.8,Sunny,2026,1,January,Tuesday,87.26,33.78
2026-01-27,Mumbai,Maharashtra,33.4,71.7,18.0,5.6,Humid,2026,1,January,Tuesday,92.12,36.98
2026-01-27,Delhi,Delhi,37.3,58.8,12.9,1.3,Clear,2026,1,January,Tuesday,99.14,40.24
2026-01-27,Kolkata,West Bengal,34.2,74.0,6.9,5.0,Rain,2026,1,January,Tuesday,93.56,37.9
2026-01-27,Ahmedabad,Gujarat,37.8,44.1,19.3,0.5,Sunny,2026,1,January,Tuesday,100.04,40.0
2026-01-27,Jaipur,Rajasthan,36.7,38.2,16.4,0.1,Clear,2026,1,January,Tuesday,98.06,38.61
2026-01-27,Kochi,Kerala,29.7,82.0,8.7,10.4,Rain,2026,1,January,Tuesday,85.46,33.8
2026-01-28,Bengaluru,Karnataka,29.8,73.2,12.7,3.9,Partly Cloudy,2026,1,January,Wednesday,85.64,33.46
2026-01-28,Hyderabad,Telangana,34.2,60.6,12.3,3.6,Clear,2026,1,January,Wednesday,93.56,37.23
2026-01-28,Chennai,Tamil Nadu,34.4,65.1,15.9,7.3,Cloudy,2026,1,January,Wednesday,93.92,37.66
2026-01-28,Pune,Maharashtra,32.8,62.0,9.6,1.0,Sunny,2026,1,January,Wednesday,91.04,35.9
2026-01-28,Mumbai,Maharashtra,30.5,80.0,16.5,6.8,Humid,2026,1,January,Wednesday,86.9,34.5
2026-01-28,Delhi,Delhi,37.3,51.2,15.0,1.4,Clear,2026,1,January,Wednesday,99.14,39.86
2026-01-28,Kolkata,West Bengal,34.0,86.6,7.0,10.4,Rain,2026,1,January,Wednesday,93.2,38.33
2026-01-28,Ahmedabad,Gujarat,37.0,41.3,16.6,0.4,Sunny,2026,1,January,Wednesday,98.6,39.06
2026-01-28,Jaipur,Rajasthan,36.3,42.7,18.1,0.1,Clear,2026,1,January,Wednesday,97.34,38.43
2026-01-28,Kochi,Kerala,30.6,85.5,11.1,15.7,Rain,2026,1,January,Wednesday,87.08,34.88
2026-01-29,Bengaluru,Karnataka,32.2,67.4,11.1,4.9,Partly Cloudy,2026,1,January,Thursday,89.96,35.57
2026-01-29,Hyderabad,Telangana,31.9,66.5,16.2,2.9,Clear,2026,1,January,Thursday,89.42,35.22
2026-01-29,Chennai,Tamil Nadu,33.5,74.8,19.8,5.8,Cloudy,2026,1,January,Thursday,92.3,37.24
2026-01-29,Pune,Maharashtra,32.4,57.3,8.6,0.6,Sunny,2026,1,January,Thursday,90.32,35.26
2026-01-29,Mumbai,Maharashtra,31.4,71.5,15.1,11.7,Humid,2026,1,January,Thursday,88.52,34.98
2026-01-29,Delhi,Delhi,37.6,56.8,13.7,0.7,Clear,2026,1,January,Thursday,99.68,40.44
2026-01-29,Kolkata,West Bengal,35.2,80.1,11.4,10.3,Rain,2026,1,January,Thursday,95.36,39.21
2026-01-29,Ahmedabad,Gujarat,36.5,47.0,22.0,0.2,Sunny,2026,1,January,Thursday,97.7,38.85
2026-01-29,Jaipur,Rajasthan,39.8,35.2,14.1,0.1,Clear,2026,1,January,Thursday,103.64,41.56
2026-01-29,Kochi,Kerala,32.8,90.2,12.6,9.8,Rain,2026,1,January,Thursday,91.04,37.31
2026-01-30,Bengaluru,Karnataka,32.5,69.6,10.6,10.8,Partly Cloudy,2026,1,January,Friday,90.5,35.98
2026-01-30,Hyderabad,Telangana,34.3,63.7,15.5,3.7,Clear,2026,1,January,Friday,93.74,37.48
2026-01-30,Chennai,Tamil Nadu,35.5,74.8,19.5,9.2,Cloudy,2026,1,January,Friday,95.9,39.24
2026-01-30,Pune,Maharashtra,31.2,61.1,10.6,1.1,Sunny,2026,1,January,Friday,88.16,34.26
2026-01-30,Mumbai,Maharashtra,31.4,79.7,13.6,13.7,Humid,2026,1,January,Friday,88.52,35.38
2026-01-30,Delhi,Delhi,35.5,45.4,10.0,1.7,Clear,2026,1,January,Friday,95.9,37.77
2026-01-30,Kolkata,West Bengal,34.5,76.0,6.9,3.4,Rain,2026,1,January,Friday,94.1,38.3
2026-01-30,Ahmedabad,Gujarat,38.2,46.9,20.4,0.4,Sunny,2026,1,January,Friday,100.76,40.54
2026-01-30,Jaipur,Rajasthan,36.6,43.3,14.7,0.3,Clear,2026,1,January,Friday,97.88,38.76
2026-01-30,Kochi,Kerala,33.2,89.5,8.5,19.9,Rain,2026,1,January,Friday,91.76,37.68
2026-01-31,Bengaluru,Karnataka,32.7,78.2,9.8,4.0,Partly Cloudy,2026,1,January,Saturday,90.86,36.61
2026-01-31,Hyderabad,Telangana,32.3,54.5,16.6,3.2,Clear,2026,1,January,Saturday,90.14,35.02
2026-01-31,Chennai,Tamil Nadu,36.2,74.6,19.1,4.2,Cloudy,2026,1,January,Saturday,97.16,39.93
2026-01-31,Pune,Maharashtra,29.9,52.4,11.7,0.9,Sunny,2026,1,January,Saturday,85.82,32.52
2026-01-31,Mumbai,Maharashtra,31.9,76.9,13.2,5.6,Humid,2026,1,January,Saturday,89.42,35.74
2026-01-31,Delhi,Delhi,36.1,55.0,11.6,0.8,Clear,2026,1,January,Saturday,96.98,38.85
2026-01-31,Kolkata,West Bengal,37.0,81.1,11.8,11.7,Rain,2026,1,January,Saturday,98.6,41.06
2026-01-31,Ahmedabad,Gujarat,35.6,43.8,18.8,0.4,Sunny,2026,1,January,Saturday,96.08,37.79
2026-01-31,Jaipur,Rajasthan,37.8,44.9,15.7,0.1,Clear,2026,1,January,Saturday,100.04,40.04
2026-01-31,Kochi,Kerala,33.4,78.3,13.0,6.9,Rain,2026,1,January,Saturday,92.12,37.32
2026-02-01,Bengaluru,Karnataka,29.1,67.8,13.8,11.5,Partly Cloudy,2026,2,February,Sunday,84.38,32.49
2026-02-01,Hyderabad,Telangana,31.9,60.9,14.4,3.1,Clear,2026,2,February,Sunday,89.42,34.94
2026-02-01,Chennai,Tamil Nadu,34.4,69.9,17.4,9.0,Cloudy,2026,2,February,Sunday,93.92,37.89
2026-02-01,Pune,Maharashtra,30.6,64.2,8.9,0.9,Sunny,2026,2,February,Sunday,87.08,33.81
2026-02-01,Mumbai,Maharashtra,33.5,78.0,13.8,10.3,Humid,2026,2,February,Sunday,92.3,37.4
2026-02-01,Delhi,Delhi,35.3,56.0,13.6,1.5,Clear,2026,2,February,Sunday,95.54,38.1
2026-02-01,Kolkata,West Bengal,35.7,79.0,9.1,8.5,Rain,2026,2,February,Sunday,96.26,39.65
2026-02-01,Ahmedabad,Gujarat,39.1,39.2,21.5,0.1,Sunny,2026,2,February,Sunday,102.38,41.06
2026-02-01,Jaipur,Rajasthan,37.3,38.7,17.9,0.2,Clear,2026,2,February,Sunday,99.14,39.24
2026-02-01,Kochi,Kerala,31.5,89.4,9.5,12.3,Rain,2026,2,February,Sunday,88.7,35.97
2026-02-02,Bengaluru,Karnataka,31.2,75.6,13.7,8.3,Partly Cloudy,2026,2,February,Monday,88.16,34.98
2026-02-02,Hyderabad,Telangana,33.3,58.6,12.4,3.3,Clear,2026,2,February,Monday,91.94,36.23
2026-02-02,Chennai,Tamil Nadu,36.4,73.4,16.3,5.6,Cloudy,2026,2,February,Monday,97.52,40.07
2026-02-02,Pune,Maharashtra,32.7,59.1,8.0,1.4,Sunny,2026,2,February,Monday,90.86,35.66
2026-02-02,Mumbai,Maharashtra,34.3,74.3,14.2,6.2,Humid,2026,2,February,Monday,93.74,38.02
2026-02-02,Delhi,Delhi,37.8,56.8,10.3,0.5,Clear,2026,2,February,Monday,100.04,40.64
2026-02-02,Kolkata,West Bengal,34.2,78.6,9.8,5.1,Rain,2026,2,February,Monday,93.56,38.13
2026-02-02,Ahmedabad,Gujarat,36.9,40.6,22.1,0.4,Sunny,2026,2,February,Monday,98.42,38.93
2026-02-02,Jaipur,Rajasthan,36.9,48.5,13.1,0.2,Clear,2026,2,February,Monday,98.42,39.32
2026-02-02,Kochi,Kerala,34.0,88.1,12.5,11.8,Rain,2026,2,February,Monday,93.2,38.4
2026-02-03,Bengaluru,Karnataka,29.9,73.9,9.8,4.0,Partly Cloudy,2026,2,February,Tuesday,85.82,33.6
2026-02-03,Hyderabad,Telangana,33.5,54.5,13.9,3.1,Clear,2026,2,February,Tuesday,92.3,36.22
2026-02-03,Chennai,Tamil Nadu,36.5,70.0,19.1,5.8,Cloudy,2026,2,February,Tuesday,97.7,40.0
2026-02-03,Pune,Maharashtra,30.2,59.5,9.6,2.0,Sunny,2026,2,February,Tuesday,86.36,33.17
2026-02-03,Mumbai,Maharashtra,34.4,77.0,16.5,11.7,Humid,2026,2,February,Tuesday,93.92,38.25
2026-02-03,Delhi,Delhi,36.7,48.2,13.7,1.6,Clear,2026,2,February,Tuesday,98.06,39.11
2026-02-03,Kolkata,West Bengal,36.4,83.8,11.8,12.5,Rain,2026,2,February,Tuesday,97.52,40.59
2026-02-03,Ahmedabad,Gujarat,38.2,44.4,18.1,0.4,Sunny,2026,2,February,Tuesday,100.76,40.42
2026-02-03,Jaipur,Rajasthan,36.9,40.9,17.2,0.3,Clear,2026,2,February,Tuesday,98.42,38.94
2026-02-03,Kochi,Kerala,32.6,80.5,10.6,12.2,Rain,2026,2,February,Tuesday,90.68,36.62
2026-02-04,Bengaluru,Karnataka,31.7,70.7,13.3,11.0,Partly Cloudy,2026,2,February,Wednesday,89.06,35.24
2026-02-04,Hyderabad,Telangana,32.7,63.2,16.2,1.9,Clear,2026,2,February,Wednesday,90.86,35.86
2026-02-04,Chennai,Tamil Nadu,35.8,76.6,15.5,6.5,Cloudy,2026,2,February,Wednesday,96.44,39.63
2026-02-04,Pune,Maharashtra,30.3,61.9,12.8,1.5,Sunny,2026,2,February,Wednesday,86.54,33.4
2026-02-04,Mumbai,Maharashtra,31.2,79.0,16.3,11.3,Humid,2026,2,February,Wednesday,88.16,35.15
2026-02-04,Delhi,Delhi,37.1,53.9,14.4,1.1,Clear,2026,2,February,Wednesday,98.78,39.8
2026-02-04,Kolkata,West Bengal,34.9,87.3,8.0,12.6,Rain,2026,2,February,Wednesday,94.82,39.26
2026-02-04,Ahmedabad,Gujarat,37.3,48.7,16.9,0.5,Sunny,2026,2,February,Wednesday,99.14,39.74
2026-02-04,Jaipur,Rajasthan,38.0,35.8,14.1,0.2,Clear,2026,2,February,Wednesday,100.4,39.79
2026-02-04,Kochi,Kerala,30.1,82.9,10.6,16.7,Rain,2026,2,February,Wednesday,86.18,34.25
2026-02-05,Bengaluru,Karnataka,30.6,68.7,10.5,9.2,Partly Cloudy,2026,2,February,Thursday,87.08,34.04
2026-02-05,Hyderabad,Telangana,35.8,61.4,12.8,3.2,Clear,2026,2,February,Thursday,96.44,38.87
2026-02-05,Chennai,Tamil Nadu,35.4,66.0,16.1,8.5,Cloudy,2026,2,February,Thursday,95.72,38.7
2026-02-05,Pune,Maharashtra,33.0,59.9,10.0,1.6,Sunny,2026,2,February,Thursday,91.4,35.99
2026-02-05,Mumbai,Maharashtra,31.7,84.5,15.2,10.3,Humid,2026,2,February,Thursday,89.06,35.92
2026-02-05,Delhi,Delhi,38.4,56.4,12.2,0.7,Clear,2026,2,February,Thursday,101.12,41.22
2026-02-05,Kolkata,West Bengal,35.5,75.8,11.7,7.9,Rain,2026,2,February,Thursday,95.9,39.29
2026-02-05,Ahmedabad,Gujarat,39.1,41.7,18.5,0.2,Sunny,2026,2,February,Thursday,102.38,41.18
2026-02-05,Jaipur,Rajasthan,38.3,37.6,12.5,0.3,Clear,2026,2,February,Thursday,100.94,40.18
2026-02-05,Kochi,Kerala,31.3,80.4,9.9,12.6,Rain,2026,2,February,Thursday,88.34,35.32
2026-02-06,Bengaluru,Karnataka,31.0,73.9,13.2,5.5,Partly Cloudy,2026,2,February,Friday,87.8,34.7
2026-02-06,Hyderabad,Telangana,35.8,66.0,11.8,3.2,Clear,2026,2,February,Friday,96.44,39.1
2026-02-06,Chennai,Tamil Nadu,37.5,74.0,16.1,9.0,Cloudy,2026,2,February,Friday,99.5,41.2
2026-02-06,Pune,Maharashtra,32.3,51.2,7.3,2.4,Sunny,2026,2,February,Friday,90.14,34.86
2026-02-06,Mumbai,Maharashtra,33.5,74.5,13.7,4.2,Humid,2026,2,February,Friday,92.3,37.22
2026-02-06,Delhi,Delhi,36.1,55.9,11.5,0.5,Clear,2026,2,February,Friday,96.98,38.9
2026-02-06,Kolkata,West Bengal,37.0,85.1,7.7,15.5,Rain,2026,2,February,Friday,98.6,41.26
2026-02-06,Ahmedabad,Gujarat,38.2,48.9,20.2,0.5,Sunny,2026,2,February,Friday,100.76,40.65
2026-02-06,Jaipur,Rajasthan,39.8,46.7,13.7,0.3,Clear,2026,2,February,Friday,103.64,42.14
2026-02-06,Kochi,Kerala,32.3,87.4,10.7,20.1,Rain,2026,2,February,Friday,90.14,36.67
2026-02-07,Bengaluru,Karnataka,31.5,68.7,10.6,3.3,Partly Cloudy,2026,2,February,Saturday,88.7,34.94
2026-02-07,Hyderabad,Telangana,34.1,54.8,14.3,1.1,Clear,2026,2,February,Saturday,93.38,36.84
2026-02-07,Chennai,Tamil Nadu,35.9,70.0,18.5,9.2,Cloudy,2026,2,February,Saturday,96.62,39.4
2026-02-07,Pune,Maharashtra,29.8,62.8,10.0,1.6,Sunny,2026,2,February,Saturday,85.64,32.94
2026-02-07,Mumbai,Maharashtra,33.6,82.8,15.3,7.6,Humid,2026,2,February,Saturday,92.48,37.74
2026-02-07,Delhi,Delhi,39.0,46.1,13.2,1.3,Clear,2026,2,February,Saturday,102.2,41.3
2026-02-07,Kolkata,West Bengal,33.5,82.5,10.8,16.1,Rain,2026,2,February,Saturday,92.3,37.62
2026-02-07,Ahmedabad,Gujarat,37.1,51.7,19.3,0.3,Sunny,2026,2,February,Saturday,98.78,39.68
2026-02-07,Jaipur,Rajasthan,40.3,35.5,16.8,0.2,Clear,2026,2,February,Saturday,104.54,42.08
2026-02-07,Kochi,Kerala,31.5,89.1,10.3,12.5,Rain,2026,2,February,Saturday,88.7,35.96
2026-02-08,Bengaluru,Karnataka,31.4,75.8,10.5,6.2,Partly Cloudy,2026,2,February,Sunday,88.52,35.19
2026-02-08,Hyderabad,Telangana,33.8,61.8,16.5,1.6,Clear,2026,2,February,Sunday,92.84,36.89
2026-02-08,Chennai,Tamil Nadu,37.2,68.7,18.3,4.1,Cloudy,2026,2,February,Sunday,98.96,40.64
2026-02-08,Pune,Maharashtra,31.8,64.6,11.1,2.1,Sunny,2026,2,February,Sunday,89.24,35.03
2026-02-08,Mumbai,Maharashtra,32.2,75.4,14.9,9.7,Humid,2026,2,February,Sunday,89.96,35.97
2026-02-08,Delhi,Delhi,37.8,56.0,9.6,1.4,Clear,2026,2,February,Sunday,100.04,40.6
2026-02-08,Kolkata,West Bengal,37.0,81.6,7.0,7.1,Rain,2026,2,February,Sunday,98.6,41.08
2026-02-08,Ahmedabad,Gujarat,35.8,40.7,21.7,0.4,Sunny,2026,2,February,Sunday,96.44,37.83
2026-02-08,Jaipur,Rajasthan,39.3,46.0,18.0,0.2,Clear,2026,2,February,Sunday,102.74,41.6
2026-02-08,Kochi,Kerala,32.7,85.8,12.3,14.8,Rain,2026,2,February,Sunday,90.86,36.99
2026-02-09,Bengaluru,Karnataka,32.1,68.0,13.2,6.4,Partly Cloudy,2026,2,February,Monday,89.78,35.5
2026-02-09,Hyderabad,Telangana,35.2,55.4,12.6,0.7,Clear,2026,2,February,Monday,95.36,37.97
2026-02-09,Chennai,Tamil Nadu,37.0,75.8,19.2,4.9,Cloudy,2026,2,February,Monday,98.6,40.79
2026-02-09,Pune,Maharashtra,33.1,62.0,10.6,1.0,Sunny,2026,2,February,Monday,91.58,36.2
2026-02-09,Mumbai,Maharashtra,32.1,76.9,15.0,7.8,Humid,2026,2,February,Monday,89.78,35.94
2026-02-09,Delhi,Delhi,37.8,58.1,9.7,1.2,Clear,2026,2,February,Monday,100.04,40.7
2026-02-09,Kolkata,West Bengal,33.6,75.7,11.6,11.0,Rain,2026,2,February,Monday,92.48,37.39
2026-02-09,Ahmedabad,Gujarat,39.5,44.3,16.3,0.3,Sunny,2026,2,February,Monday,103.1,41.72
2026-02-09,Jaipur,Rajasthan,39.1,48.1,18.4,0.2,Clear,2026,2,February,Monday,102.38,41.5
2026-02-09,Kochi,Kerala,31.9,78.4,12.0,7.7,Rain,2026,2,February,Monday,89.42,35.82
2026-02-10,Bengaluru,Karnataka,30.0,65.2,9.2,8.6,Partly Cloudy,2026,2,February,Tuesday,86.0,33.26
2026-02-10,Hyderabad,Telangana,32.6,67.5,12.0,3.4,Clear,2026,2,February,Tuesday,90.68,35.98
2026-02-10,Chennai,Tamil Nadu,34.5,63.2,19.6,3.8,Cloudy,2026,2,February,Tuesday,94.1,37.66
2026-02-10,Pune,Maharashtra,32.8,53.6,7.5,2.0,Sunny,2026,2,February,Tuesday,91.04,35.48
2026-02-10,Mumbai,Maharashtra,33.8,83.0,17.5,3.5,Humid,2026,2,February,Tuesday,92.84,37.95
2026-02-10,Delhi,Delhi,37.8,54.9,12.2,1.7,Clear,2026,2,February,Tuesday,100.04,40.54
2026-02-10,Kolkata,West Bengal,34.5,87.5,11.0,3.0,Rain,2026,2,February,Tuesday,94.1,38.88
2026-02-10,Ahmedabad,Gujarat,35.9,47.1,21.1,0.1,Sunny,2026,2,February,Tuesday,96.62,38.25
2026-02-10,Jaipur,Rajasthan,38.0,45.2,13.5,0.3,Clear,2026,2,February,Tuesday,100.4,40.26
2026-02-10,Kochi,Kerala,32.2,77.8,10.3,14.4,Rain,2026,2,February,Tuesday,89.96,36.09
2026-02-11,Bengaluru,Karnataka,31.1,74.5,10.1,9.7,Partly Cloudy,2026,2,February,Wednesday,87.98,34.83
2026-02-11,Hyderabad,Telangana,33.6,63.0,15.3,1.9,Clear,2026,2,February,Wednesday,92.48,36.75
2026-02-11,Chennai,Tamil Nadu,35.5,74.0,21.0,8.6,Cloudy,2026,2,February,Wednesday,95.9,39.2
2026-02-11,Pune,Maharashtra,32.1,55.1,7.6,2.5,Sunny,2026,2,February,Wednesday,89.78,34.86
2026-02-11,Mumbai,Maharashtra,33.8,82.6,15.1,9.9,Humid,2026,2,February,Wednesday,92.84,37.93
2026-02-11,Delhi,Delhi,39.2,56.6,13.0,0.8,Clear,2026,2,February,Wednesday,102.56,42.03
2026-02-11,Kolkata,West Bengal,35.2,86.4,9.0,12.6,Rain,2026,2,February,Wednesday,95.36,39.52
2026-02-11,Ahmedabad,Gujarat,38.3,50.5,21.0,0.2,Sunny,2026,2,February,Wednesday,100.94,40.82
2026-02-11,Jaipur,Rajasthan,36.8,38.7,15.0,0.2,Clear,2026,2,February,Wednesday,98.24,38.74
2026-02-11,Kochi,Kerala,33.5,89.4,8.4,19.2,Rain,2026,2,February,Wednesday,92.3,37.97
2026-02-12,Bengaluru,Karnataka,32.6,77.1,12.6,4.6,Partly Cloudy,2026,2,February,Thursday,90.68,36.46
2026-02-12,Hyderabad,Telangana,35.6,65.3,15.6,3.5,Clear,2026,2,February,Thursday,96.08,38.86
2026-02-12,Chennai,Tamil Nadu,35.4,64.2,18.6,8.7,Cloudy,2026,2,February,Thursday,95.72,38.61
2026-02-12,Pune,Maharashtra,30.7,61.5,12.8,0.9,Sunny,2026,2,February,Thursday,87.26,33.78
2026-02-12,Mumbai,Maharashtra,33.4,80.5,15.9,5.0,Humid,2026,2,February,Thursday,92.12,37.42
2026-02-12,Delhi,Delhi,36.3,55.5,14.1,1.0,Clear,2026,2,February,Thursday,97.34,39.07
2026-02-12,Kolkata,West Bengal,33.8,85.3,11.3,6.2,Rain,2026,2,February,Thursday,92.84,38.06
2026-02-12,Ahmedabad,Gujarat,38.2,50.6,21.5,0.3,Sunny,2026,2,February,Thursday,100.76,40.73
2026-02-12,Jaipur,Rajasthan,38.7,43.3,13.6,0.1,Clear,2026,2,February,Thursday,101.66,40.86
2026-02-12,Kochi,Kerala,31.0,86.8,10.3,14.2,Rain,2026,2,February,Thursday,87.8,35.34
2026-02-13,Bengaluru,Karnataka,31.0,72.2,10.1,2.4,Partly Cloudy,2026,2,February,Friday,87.8,34.61
2026-02-13,Hyderabad,Telangana,36.2,59.2,12.1,2.6,Clear,2026,2,February,Friday,97.16,39.16
2026-02-13,Chennai,Tamil Nadu,37.1,65.2,18.9,4.7,Cloudy,2026,2,February,Friday,98.78,40.36
2026-02-13,Pune,Maharashtra,32.0,51.3,7.4,2.5,Sunny,2026,2,February,Friday,89.6,34.56
2026-02-13,Mumbai,Maharashtra,34.5,77.8,16.5,5.7,Humid,2026,2,February,Friday,94.1,38.39
2026-02-13,Delhi,Delhi,38.4,51.0,15.1,1.5,Clear,2026,2,February,Friday,101.12,40.95
2026-02-13,Kolkata,West Bengal,36.8,87.5,8.2,3.4,Rain,2026,2,February,Friday,98.24,41.18
2026-02-13,Ahmedabad,Gujarat,36.7,40.5,16.7,0.1,Sunny,2026,2,February,Friday,98.06,38.72
2026-02-13,Jaipur,Rajasthan,39.0,47.2,15.2,0.3,Clear,2026,2,February,Friday,102.2,41.36
2026-02-13,Kochi,Kerala,33.9,77.9,11.7,11.1,Rain,2026,2,February,Friday,93.02,37.8
2026-02-14,Bengaluru,Karnataka,29.9,78.4,10.7,7.5,Partly Cloudy,2026,2,February,Saturday,85.82,33.82
2026-02-14,Hyderabad,Telangana,34.8,67.4,15.5,1.9,Clear,2026,2,February,Saturday,94.64,38.17
2026-02-14,Chennai,Tamil Nadu,35.8,65.2,21.1,10.4,Cloudy,2026,2,February,Saturday,96.44,39.06
2026-02-14,Pune,Maharashtra,30.8,51.5,8.7,1.2,Sunny,2026,2,February,Saturday,87.44,33.38
2026-02-14,Mumbai,Maharashtra,34.6,83.7,18.1,3.0,Humid,2026,2,February,Saturday,94.28,38.79
2026-02-14,Delhi,Delhi,38.4,54.9,13.3,1.8,Clear,2026,2,February,Saturday,101.12,41.14
2026-02-14,Kolkata,West Bengal,33.7,76.0,11.2,16.2,Rain,2026,2,February,Saturday,92.66,37.5
2026-02-14,Ahmedabad,Gujarat,38.6,42.2,19.7,0.4,Sunny,2026,2,February,Saturday,101.48,40.71
2026-02-14,Jaipur,Rajasthan,37.2,39.5,14.0,0.1,Clear,2026,2,February,Saturday,98.96,39.18
2026-02-14,Kochi,Kerala,32.2,79.4,9.5,6.4,Rain,2026,2,February,Saturday,89.96,36.17
2026-02-15,Bengaluru,Karnataka,32.1,65.2,13.5,3.9,Partly Cloudy,2026,2,February,Sunday,89.78,35.36
2026-02-15,Hyderabad,Telangana,32.3,67.0,12.8,3.6,Clear,2026,2,February,Sunday,90.14,35.65
2026-02-15,Chennai,Tamil Nadu,37.5,75.4,16.1,5.6,Cloudy,2026,2,February,Sunday,99.5,41.27
2026-02-15,Pune,Maharashtra,30.3,64.0,12.3,1.7,Sunny,2026,2,February,Sunday,86.54,33.5
2026-02-15,Mumbai,Maharashtra,32.8,75.8,18.0,8.3,Humid,2026,2,February,Sunday,91.04,36.59
2026-02-15,Delhi,Delhi,37.8,47.0,10.7,0.4,Clear,2026,2,February,Sunday,100.04,40.15
2026-02-15,Kolkata,West Bengal,36.4,81.7,7.6,15.3,Rain,2026,2,February,Sunday,97.52,40.48
2026-02-15,Ahmedabad,Gujarat,37.0,43.8,17.1,0.2,Sunny,2026,2,February,Sunday,98.6,39.19
2026-02-15,Jaipur,Rajasthan,40.2,39.7,13.5,0.2,Clear,2026,2,February,Sunday,104.36,42.18
2026-02-15,Kochi,Kerala,31.6,89.6,8.8,21.9,Rain,2026,2,February,Sunday,88.88,36.08
2026-02-16,Bengaluru,Karnataka,29.6,77.5,13.2,4.0,Partly Cloudy,2026,2,February,Monday,85.28,33.48
