date,city,state,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,condition
2026-02-04,Ahmedabad,Gujarat,37.3,48.7,16.9,0.5,Sunny
2026-02-04,Jaipur,Rajasthan,38.0,35.8,14.1,0.2,Clear
2026-02-04,Kochi,Kerala,30.1,82.9,10.6,16.7,Rain
2026-02-05,Bengaluru,Karnataka,30.6,68.7,10.5,9.2,Partly Cloudy
2026-02-05,Hyderabad,Telangana,35.8,61.4,12.8,3.2,Clear
2026-02-05,Chennai,Tamil Nadu,35.4,66.0,16.1,8.5,Cloudy
2026-02-05,Pune,Maharashtra,33.0,59.9,10.0,1.6,Sunny
2026-02-05,Mumbai,Maharashtra,31.7,84.5,15.2,10.3,Humid
2026-02-05,Delhi,Delhi,38.4,56.4,12.2,0.7,Clear
2026-02-05,Kolkata,West Bengal,35.5,75.8,11.7,7.9,Rain
2026-02-05,Ahmedabad,Gujarat,39.1,41.7,18.5,0.2,Sunny
2026-02-05,Jaipur,Rajasthan,38.3,37.6,12.5,0.3,Clear
2026-02-05,Kochi,Kerala,31.3,80.4,9.9,12.6,Rain
2026-02-06,Bengaluru,Karnataka,31.0,73.9,13.2,5.5,Partly Cloudy
2026-02-06,Hyderabad,Telangana,35.8,66.0,11.8,3.2,Clear
2026-02-06,Chennai,Tamil Nadu,37.5,74.0,16.1,9.0,Cloudy
2026-02-06,Pune,Maharashtra,32.3,51.2,7.3,2.4,Sunny
2026-02-06,Mumbai,Maharashtra,33.5,74.5,13.7,4.2,Humid
2026-02-06,Delhi,Delhi,36.1,55.9,11.5,0.5,Clear
2026-02-06,Kolkata,West Bengal,37.0,85.1,7.7,15.5,Rain
2026-02-06,Ahmedabad,Gujarat,38.2,48.9,20.2,0.5,Sunny
2026-02-06,Jaipur,Rajasthan,39.8,46.7,13.7,0.3,Clear
2026-02-06,Kochi,Kerala,32.3,87.4,10.7,20.1,Rain
2026-02-07,Bengaluru,Karnataka,31.5,68.7,10.6,3.3,Partly Cloudy
2026-02-07,Hyderabad,Telangana,34.1,54.8,14.3,1.1,Clear
2026-02-07,Chennai,Tamil Nadu,35.9,70.0,18.5,9.2,Cloudy
2026-02-07,Pune,Maharashtra,29.8,62.8,10.0,1.6,Sunny
2026-02-07,Mumbai,Maharashtra,33.6,82.8,15.3,7.6,Humid
2026-02-07,Delhi,Delhi,39.0,46.1,13.2,1.3,Clear
2026-02-07,Kolkata,West Bengal,33.5,82.5,10.8,16.1,Rain
2026-02-07,Ahmedabad,Gujarat,37.1,51.7,19.3,0.3,Sunny
2026-02-07,Jaipur,Rajasthan,40.3,35.5,16.8,0.2,Clear
2026-02-07,Kochi,Kerala,31.5,89.1,10.3,12.5,Rain
2026-02-08,Bengaluru,Karnataka,31.4,75.8,10.5,6.2,Partly Cloudy
2026-02-08,Hyderabad,Telangana,33.8,61.8,16.5,1.6,Clear
2026-02-08,Chennai,Tamil Nadu,37.2,68.7,18.3,4.1,Cloudy
2026-02-08,Pune,Maharashtra,31.8,64.6,11.1,2.1,Sunny
2026-02-08,Mumbai,Maharashtra,32.2,75.4,14.9,9.7,Humid
2026-02-08,Delhi,Delhi,37.8,56.0,9.6,1.4,Clear
2026-02-08,Kolkata,West Bengal,37.0,81.6,7.0,7.1,Rain
2026-02-08,Ahmedabad,Gujarat,35.8,40.7,21.7,0.4,Sunny
2026-02-08,Jaipur,Rajasthan,39.3,46.0,18.0,0.2,Clear
2026-02-08,Kochi,Kerala,32.7,85.8,12.3,14.8,Rain
2026-02-09,Bengaluru,Karnataka,32.1,68.0,13.2,6.4,Partly Cloudy
2026-02-09,Hyderabad,Telangana,35.2,55.4,12.6,0.7,Clear
2026-02-09,Chennai,Tamil Nadu,37.0,75.8,19.2,4.9,Cloudy
2026-02-09,Pune,Maharashtra,33.1,62.0,10.6,1.0,Sunny
2026-02-09,Mumbai,Maharashtra,32.1,76.9,15.0,7.8,Humid
2026-02-09,Delhi,Delhi,37.8,58.1,9.7,1.2,Clear
2026-02-09,Kolkata,West Bengal,33.6,75.7,11.6,11.0,Rain
2026-02-09,Ahmedabad,Gujarat,39.5,44.3,16.3,0.3,Sunny
2026-02-09,Jaipur,Rajasthan,39.1,48.1,18.4,0.2,Clear
2026-02-09,Kochi,Kerala,31.9,78.4,12.0,7.7,Rain
2026-02-10,Bengaluru,Karnataka,30.0,65.2,9.2,8.6,Partly Cloudy
2026-02-10,Hyderabad,Telangana,32.6,67.5,12.0,3.4,Clear
2026-02-10,Chennai,Tamil Nadu,34.5,63.2,19.6,3.8,Cloudy
2026-02-10,Pune,Maharashtra,32.8,53.6,7.5,2.0,Sunny
2026-02-10,Mumbai,Maharashtra,33.8,83.0,17.5,3.5,Humid
2026-02-10,Delhi,Delhi,37.8,54.9,12.2,1.7,Clear
2026-02-10,Kolkata,West Bengal,34.5,87.5,11.0,3.0,Rain
2026-02-10,Ahmedabad,Gujarat,35.9,47.1,21.1,0.1,Sunny
2026-02-10,Jaipur,Rajasthan,38.0,45.2,13.5,0.3,Clear
2026-02-10,Kochi,Kerala,32.2,77.8,10.3,14.4,Rain
2026-02-11,Bengaluru,Karnataka,31.1,74.5,10.1,9.7,Partly Cloudy
2026-02-11,Hyderabad,Telangana,33.6,63.0,15.3,1.9,Clear
2026-02-11,Chennai,Tamil Nadu,35.5,74.0,21.0,8.6,Cloudy
2026-02-11,Pune,Maharashtra,32.1,55.1,7.6,2.5,Sunny
2026-02-11,Mumbai,Maharashtra,33.8,82.6,15.1,9.9,Humid
2026-02-11,Delhi,Delhi,39.2,56.6,13.0,0.8,Clear
2026-02-11,Kolkata,West Bengal,35.2,86.4,9.0,12.6,Rain
2026-02-11,Ahmedabad,Gujarat,38.3,50.5,21.0,0.2,Sunny
2026-02-11,Jaipur,Rajasthan,36.8,38.7,15.0,0.2,Clear
2026-02-11,Kochi,Kerala,33.5,89.4,8.4,19.2,Rain
2026-02-12,Bengaluru,Karnataka,32.6,77.1,12.6,4.6,Partly Cloudy
2026-02-12,Hyderabad,Telangana,35.6,65.3,15.6,3.5,Clear
2026-02-12,Chennai,Tamil Nadu,35.4,64.2,18.6,8.7,Cloudy
2026-02-12,Pune,Maharashtra,30.7,61.5,12.8,0.9,Sunny
2026-02-12,Mumbai,Maharashtra,33.4,80.5,15.9,5.0,Humid
2026-02-12,Delhi,Delhi,36.3,55.5,14.1,1.0,Clear
2026-02-12,Kolkata,West Bengal,33.8,85.3,11.3,6.2,Rain
2026-02-12,Ahmedabad,Gujarat,38.2,50.6,21.5,0.3,Sunny
2026-02-12,Jaipur,Rajasthan,38.7,43.3,13.6,0.1,Clear
2026-02-12,Kochi,Kerala,31.0,86.8,10.3,14.2,Rain
2026-02-13,Bengaluru,Karnataka,31.0,72.2,10.1,2.4,Partly Cloudy
2026-02-13,Hyderabad,Telangana,36.2,59.2,12.1,2.6,Clear
2026-02-13,Chennai,Tamil Nadu,37.1,65.2,18.9,4.7,Cloudy
2026-02-13,Pune,Maharashtra,32.0,51.3,7.4,2.5,Sunny
2026-02-13,Mumbai,Maharashtra,34.5,77.8,16.5,5.7,Humid
2026-02-13,Delhi,Delhi,38.4,51.0,15.1,1.5,Clear
2026-02-13,Kolkata,West Bengal,36.8,87.5,8.2,3.4,Rain
2026-02-13,Ahmedabad,Gujarat,36.7,40.5,16.7,0.1,Sunny
2026-02-13,Jaipur,Rajasthan,39.0,47.2,15.2,0.3,Clear
2026-02-13,Kochi,Kerala,33.9,77.9,11.7,11.1,Rain
2026-02-14,Bengaluru,Karnataka,29.9,78.4,10.7,7.5,Partly Cloudy
2026-02-14,Hyderabad,Telangana,34.8,67.4,15.5,1.9,Clear
2026-02-14,Chennai,Tamil Nadu,35.8,65.2,21.1,10.4,Cloudy
2026-02-14,Pune,Maharashtra,30.8,51.5,8.7,1.2,Sunny
2026-02-14,Mumbai,Maharashtra,34.6,83.7,18.1,3.0,Humid
2026-02-14,Delhi,Delhi,38.4,54.9,13.3,1.8,Clear
2026-02-14,Kolkata,West Bengal,33.7,76.0,11.2,16.2,Rain
2026-02-14,Ahmedabad,Gujarat,38.6,42.2,19.7,0.4,Sunny
2026-02-14,Jaipur,Rajasthan,37.2,39.5,14.0,0.1,Clear
2026-02-14,Kochi,Kerala,32.2,79.4,9.5,6.4,Rain
2026-02-15,Bengaluru,Karnataka,32.1,65.2,13.5,3.9,Partly Cloudy
2026-02-15,Hyderabad,Telangana,32.3,67.0,12.8,3.6,Clear
2026-02-15,Chennai,Tamil Nadu,37.5,75.4,16.1,5.6,Cloudy
2026-02-15,Pune,Maharashtra,30.3,64.0,12.3,1.7,Sunny
2026-02-15,Mumbai,Maharashtra,32.8,75.8,18.0,8.3,Humid
2026-02-15,Delhi,Delhi,37.8,47.0,10.7,0.4,Clear
2026-02-15,Kolkata,West Bengal,36.4,81.7,7.6,15.3,Rain
2026-02-15,Ahmedabad,Gujarat,37.0,43.8,17.1,0.2,Sunny
2026-02-15,Jaipur,Rajasthan,40.2,39.7,13.5,0.2,Clear
2026-02-15,Kochi,Kerala,31.6,89.6,8.8,21.9,Rain
2026-02-16,Bengaluru,Karnataka,29.6,77.5,13.2,4.0,Partly Cloudy
2026-02-16,Hyderabad,Telangana,34.1,58.0,13.0,1.3,Clear
2026-02-16,Chennai,Tamil Nadu,35.5,76.9,21.3,9.8,Cloudy
2026-02-16,Pune,Maharashtra,30.3,55.1,12.6,0.5,Sunny
2026-02-16,Mumbai,Maharashtra,33.9,75.1,19.0,2.7,Humid
2026-02-16,Delhi,Delhi,38.5,49.8,10.2,0.3,Clear
2026-02-16,Kolkata,West Bengal,36.8,81.4,7.8,9.1,Rain
2026-02-16,Ahmedabad,Gujarat,39.5,41.1,19.6,0.2,Sunny
2026-02-16,Jaipur,Rajasthan,37.5,45.8,16.8,0.1,Clear
2026-02-16,Kochi,Kerala,30.6,78.2,11.8,12.9,Rain
2026-02-17,Bengaluru,Karnataka,30.5,67.9,12.9,8.9,Partly Cloudy
2026-02-17,Hyderabad,Telangana,35.4,62.2,12.7,0.8,Clear
2026-02-17,Chennai,Tamil Nadu,36.9,68.7,19.6,2.2,Cloudy
2026-02-17,Pune,Maharashtra,33.1,55.7,12.3,2.2,Sunny
2026-02-17,Mumbai,Maharashtra,33.0,71.2,18.6,8.3,Humid
2026-02-17,Delhi,Delhi,38.8,48.7,10.5,1.5,Clear
2026-02-17,Kolkata,West Bengal,35.0,76.3,8.9,11.3,Rain
2026-02-17,Ahmedabad,Gujarat,35.9,45.3,18.9,0.3,Sunny
2026-02-17,Jaipur,Rajasthan,37.3,45.0,17.4,0.3,Clear
2026-02-17,Kochi,Kerala,31.6,87.0,10.4,17.7,Rain
2026-02-18,Bengaluru,Karnataka,29.6,77.2,14.9,6.8,Partly Cloudy
2026-02-18,Hyderabad,Telangana,34.2,61.4,14.7,0.7,Clear
2026-02-18,Chennai,Tamil Nadu,37.9,66.1,16.4,2.6,Cloudy
2026-02-18,Pune,Maharashtra,30.9,62.4,7.4,0.6,Sunny
2026-02-18,Mumbai,Maharashtra,33.8,73.7,13.2,9.8,Humid
2026-02-18,Delhi,Delhi,37.6,52.3,13.6,0.5,Clear
2026-02-18,Kolkata,West Bengal,37.0,84.0,7.0,4.6,Rain
2026-02-18,Ahmedabad,Gujarat,37.9,45.0,17.9,0.1,Sunny
2026-02-18,Jaipur,Rajasthan,38.4,36.9,16.1,0.3,Clear
2026-02-18,Kochi,Kerala,30.9,85.0,12.6,6.8,Rain
2026-02-19,Bengaluru,Karnataka,32.7,78.1,11.5,6.0,Partly Cloudy
2026-02-19,Hyderabad,Telangana,35.5,61.4,13.9,3.6,Clear
2026-02-19,Chennai,Tamil Nadu,37.1,67.7,16.7,4.7,Cloudy
2026-02-19,Pune,Maharashtra,31.6,64.7,12.0,2.3,Sunny
2026-02-19,Mumbai,Maharashtra,34.2,82.9,13.4,8.8,Humid
2026-02-19,Delhi,Delhi,39.1,58.1,10.9,0.9,Clear
2026-02-19,Kolkata,West Bengal,36.0,79.1,9.9,3.8,Rain
2026-02-19,Ahmedabad,Gujarat,37.6,45.1,16.3,0.2,Sunny
2026-02-19,Jaipur,Rajasthan,40.7,45.9,18.1,0.2,Clear
2026-02-19,Kochi,Kerala,33.5,89.4,13.4,4.4,Rain
2026-02-20,Bengaluru,Karnataka,31.9,68.7,13.3,4.6,Partly Cloudy
2026-02-20,Hyderabad,Telangana,34.3,66.9,15.2,1.4,Clear
2026-02-20,Chennai,Tamil Nadu,36.0,69.1,21.0,4.2,Cloudy
2026-02-20,Pune,Maharashtra,31.1,60.1,7.9,1.7,Sunny
2026-02-20,Mumbai,Maharashtra,34.8,78.2,14.7,8.2,Humid
2026-02-20,Delhi,Delhi,37.4,47.1,10.1,0.5,Clear
2026-02-20,Kolkata,West Bengal,34.6,79.7,8.4,6.3,Rain
2026-02-20,Ahmedabad,Gujarat,36.2,45.6,21.2,0.4,Sunny
2026-02-20,Jaipur,Rajasthan,39.0,44.1,13.7,0.3,Clear
2026-02-20,Kochi,Kerala,32.1,84.7,11.8,12.4,Rain
2026-02-21,Bengaluru,Karnataka,30.6,68.4,10.5,6.9,Partly Cloudy
2026-02-21,Hyderabad,Telangana,33.7,62.2,11.6,1.7,Clear
2026-02-21,Chennai,Tamil Nadu,37.4,66.3,18.6,6.0,Cloudy
2026-02-21,Pune,Maharashtra,31.0,64.8,9.0,2.0,Sunny
2026-02-21,Mumbai,Maharashtra,31.6,71.9,18.3,7.9,Humid
2026-02-21,Delhi,Delhi,35.5,50.4,12.0,1.4,Clear
2026-02-21,Kolkata,West Bengal,33.9,77.2,12.5,13.4,Rain
2026-02-21,Ahmedabad,Gujarat,36.5,42.7,18.3,0.4,Sunny
2026-02-21,Jaipur,Rajasthan,39.2,46.9,17.4,0.2,Clear
2026-02-21,Kochi,Kerala,33.2,87.4,12.7,12.6,Rain
2026-02-22,Bengaluru,Karnataka,32.5,74.9,14.7,3.2,Partly Cloudy
2026-02-22,Hyderabad,Telangana,35.6,54.1,16.1,2.5,Clear
2026-02-22,Chennai,Tamil Nadu,35.9,76.5,18.7,5.4,Cloudy
2026-02-22,Pune,Maharashtra,33.0,63.2,10.8,1.2,Sunny
2026-02-22,Mumbai,Maharashtra,32.7,77.4,17.4,6.1,Humid
2026-02-22,Delhi,Delhi,36.8,52.8,11.7,0.8,Clear
2026-02-22,Kolkata,West Bengal,36.6,85.9,9.7,9.2,Rain
2026-02-22,Ahmedabad,Gujarat,36.6,42.3,17.1,0.3,Sunny
2026-02-22,Jaipur,Rajasthan,39.0,36.2,18.0,0.2,Clear
2026-02-22,Kochi,Kerala,33.6,88.7,13.9,7.5,Rain
2026-02-23,Bengaluru,Karnataka,31.0,77.7,9.3,2.4,Partly Cloudy
2026-02-23,Hyderabad,Telangana,34.4,61.0,17.0,3.1,Clear
2026-02-23,Chennai,Tamil Nadu,36.0,77.0,18.4,6.2,Cloudy
2026-02-23,Pune,Maharashtra,32.5,56.5,9.3,1.7,Sunny
2026-02-23,Mumbai,Maharashtra,32.3,84.3,17.2,8.9,Humid
2026-02-23,Delhi,Delhi,35.6,50.2,11.8,1.1,Clear
2026-02-23,Kolkata,West Bengal,35.7,86.3,12.5,9.8,Rain
2026-02-23,Ahmedabad,Gujarat,37.6,46.7,22.2,0.2,Sunny
2026-02-23,Jaipur,Rajasthan,38.8,46.4,13.5,0.2,Clear
2026-02-23,Kochi,Kerala,34.1,88.6,11.2,5.8,Rain
2026-02-24,Bengaluru,Karnataka,32.8,74.7,14.1,11.6,Partly Cloudy
2026-02-24,Hyderabad,Telangana,35.6,59.9,12.4,1.5,Clear
2026-02-24,Chennai,Tamil Nadu,35.9,70.1,16.4,3.3,Cloudy
2026-02-24,Pune,Maharashtra,32.3,59.4,9.3,2.5,Sunny
2026-02-24,Mumbai,Maharashtra,33.4,71.6,15.6,12.1,Humid
2026-02-24,Delhi,Delhi,36.4,54.7,9.4,0.8,Clear
2026-02-24,Kolkata,West Bengal,36.7,82.2,10.7,5.7,Rain
2026-02-24,Ahmedabad,Gujarat,37.8,45.7,17.8,0.4,Sunny
2026-02-24,Jaipur,Rajasthan,38.8,49.0,15.9,0.2,Clear
2026-02-24,Kochi,Kerala,30.6,79.2,12.7,5.7,Rain
2026-02-25,Bengaluru,Karnataka,29.6,67.4,12.3,10.0,Partly Cloudy
2026-02-25,Hyderabad,Telangana,34.5,65.3,11.9,0.7,Clear
2026-02-25,Chennai,Tamil Nadu,36.9,67.5,19.6,4.8,Cloudy
2026-02-25,Pune,Maharashtra,30.4,54.7,7.8,2.3,Sunny
2026-02-25,Mumbai,Maharashtra,33.2,75.9,15.8,7.2,Humid
2026-02-25,Delhi,Delhi,35.4,57.5,12.9,1.7,Clear
2026-02-25,Kolkata,West Bengal,35.1,82.7,8.2,3.5,Rain
2026-02-25,Ahmedabad,Gujarat,39.5,50.0,18.1,0.5,Sunny
2026-02-25,Jaipur,Rajasthan,39.9,39.3,16.1,0.3,Clear
2026-02-25,Kochi,Kerala,32.1,90.3,9.6,11.0,Rain
2026-02-26,Bengaluru,Karnataka,32.1,68.1,11.1,10.5,Partly Cloudy
2026-02-26,Hyderabad,Telangana,33.9,65.1,13.0,1.2,Clear
2026-02-26,Chennai,Tamil Nadu,35.2,65.6,21.1,4.3,Cloudy
2026-02-26,Pune,Maharashtra,31.9,52.6,10.4,1.2,Sunny
2026-02-26,Mumbai,Maharashtra,32.4,71.9,13.8,12.6,Humid
2026-02-26,Delhi,Delhi,36.5,48.4,10.5,0.7,Clear
2026-02-26,Kolkata,West Bengal,34.2,74.5,10.7,7.7,Rain
2026-02-26,Ahmedabad,Gujarat,36.3,47.9,16.8,0.2,Sunny
2026-02-26,Jaipur,Rajasthan,39.9,36.8,15.2,0.3,Clear
2026-02-26,Kochi,Kerala,33.3,79.2,10.2,17.2,Rain
2026-02-27,Bengaluru,Karnataka,30.7,78.4,10.4,11.2,Partly Cloudy
2026-02-27,Hyderabad,Telangana,34.0,57.2,14.2,1.0,Clear
2026-02-27,Chennai,Tamil Nadu,36.6,66.7,20.7,6.9,Cloudy
2026-02-27,Pune,Maharashtra,31.1,54.4,10.8,0.9,Sunny
2026-02-27,Mumbai,Maharashtra,34.2,72.7,16.2,9.1,Humid
2026-02-27,Delhi,Delhi,36.1,55.8,11.7,1.3,Clear
2026-02-27,Kolkata,West Bengal,35.5,78.4,9.0,4.1,Rain
2026-02-27,Ahmedabad,Gujarat,36.4,49.9,18.1,0.4,Sunny
2026-02-27,Jaipur,Rajasthan,37.0,42.9,14.7,0.2,Clear
2026-02-27,Kochi,Kerala,31.2,77.9,10.0,7.9,Rain
2026-02-28,Bengaluru,Karnataka,29.6,75.0,10.9,5.9,Partly Cloudy
2026-02-28,Hyderabad,Telangana,35.6,64.8,16.8,3.3,Clear
2026-02-28,Chennai,Tamil Nadu,34.2,66.9,15.5,7.7,Cloudy
2026-02-28,Pune,Maharashtra,32.3,55.9,9.7,1.8,Sunny
2026-02-28,Mumbai,Maharashtra,33.5,74.5,18.2,6.8,Humid
2026-02-28,Delhi,Delhi,37.5,47.5,10.1,1.7,Clear
2026-02-28,Kolkata,West Bengal,36.2,84.0,6.9,3.4,Rain
2026-02-28,Ahmedabad,Gujarat,36.3,40.8,18.0,0.3,Sunny
2026-02-28,Jaipur,Rajasthan,36.7,39.4,16.3,0.1,Clear
2026-02-28,Kochi,Kerala,33.4,85.0,12.4,8.5,Rain
2026-03-01,Bengaluru,Karnataka,30.8,74.6,11.3,2.0,Partly Cloudy
2026-03-01,Hyderabad,Telangana,35.2,64.9,13.2,0.8,Clear
2026-03-01,Chennai,Tamil Nadu,37.1,71.5,15.6,3.9,Cloudy
2026-03-01,Pune,Maharashtra,30.0,62.1,8.5,2.3,Sunny
2026-03-01,Mumbai,Maharashtra,33.7,72.2,17.3,7.3,Humid
2026-03-01,Delhi,Delhi,38.0,56.6,11.1,0.4,Clear
2026-03-01,Kolkata,West Bengal,37.0,79.9,12.3,12.7,Rain
2026-03-01,Ahmedabad,Gujarat,38.5,49.6,20.0,0.3,Sunny
2026-03-01,Jaipur,Rajasthan,36.7,44.8,15.1,0.2,Clear
2026-03-01,Kochi,Kerala,33.7,78.8,12.7,4.5,Rain
2026-03-02,Bengaluru,Karnataka,31.8,76.3,10.8,7.3,Partly Cloudy
2026-03-02,Hyderabad,Telangana,35.7,62.9,14.8,1.4,Clear
2026-03-02,Chennai,Tamil Nadu,33.9,68.0,17.8,3.5,Cloudy
2026-03-02,Pune,Maharashtra,30.8,52.9,11.4,1.8,Sunny
2026-03-02,Mumbai,Maharashtra,31.6,74.4,16.2,7.9,Humid
2026-03-02,Delhi,Delhi,38.7,49.9,11.2,1.6,Clear
2026-03-02,Kolkata,West Bengal,33.7,81.9,8.7,14.5,Rain
2026-03-02,Ahmedabad,Gujarat,37.7,48.6,17.2,0.4,Sunny
2026-03-02,Jaipur,Rajasthan,38.8,41.5,17.1,0.3,Clear
2026-03-02,Kochi,Kerala,30.4,81.1,10.3,7.6,Rain
2026-03-03,Bengaluru,Karnataka,29.2,68.9,10.4,8.8,Partly Cloudy
2026-03-03,Hyderabad,Telangana,33.6,55.6,13.4,2.1,Clear
2026-03-03,Chennai,Tamil Nadu,35.0,65.4,15.7,1.8,Cloudy
2026-03-03,Pune,Maharashtra,33.4,61.5,7.7,1.9,Sunny
2026-03-03,Mumbai,Maharashtra,34.5,78.9,13.8,8.5,Humid
2026-03-03,Delhi,Delhi,36.6,47.7,12.7,0.3,Clear
2026-03-03,Kolkata,West Bengal,36.8,83.0,10.5,16.2,Rain
2026-03-03,Ahmedabad,Gujarat,38.1,41.5,17.7,0.2,Sunny
2026-03-03,Jaipur,Rajasthan,36.5,45.8,17.5,0.1,Clear
2026-03-03,Kochi,Kerala,30.6,85.9,13.2,21.0,Rain
2026-03-04,Bengaluru,Karnataka,29.6,76.0,14.2,9.2,Partly Cloudy
2026-03-04,Hyderabad,Telangana,33.0,56.6,16.5,1.6,Clear
2026-03-04,Chennai,Tamil Nadu,35.0,70.7,17.5,9.0,Cloudy
2026-03-04,Pune,Maharashtra,30.4,51.6,10.6,1.7,Sunny
2026-03-04,Mumbai,Maharashtra,33.8,80.9,18.5,14.1,Humid
2026-03-04,Delhi,Delhi,36.8,52.0,10.3,0.7,Clear
2026-03-04,Kolkata,West Bengal,35.3,75.1,10.8,5.2,Rain
2026-03-04,Ahmedabad,Gujarat,37.2,51.6,16.7,0.1,Sunny
2026-03-04,Jaipur,Rajasthan,38.1,37.7,16.8,0.1,Clear
2026-03-04,Kochi,Kerala,33.2,89.0,12.8,11.6,Rain
2026-03-05,Bengaluru,Karnataka,30.0,74.3,12.3,6.1,Partly Cloudy
2026-03-05,Hyderabad,Telangana,33.0,60.1,15.5,3.2,Clear
2026-03-05,Chennai,Tamil Nadu,37.1,65.3,17.1,5.6,Cloudy
2026-03-05,Pune,Maharashtra,31.6,55.9,8.4,0.6,Sunny
2026-03-05,Mumbai,Maharashtra,31.8,77.4,18.9,13.6,Humid
2026-03-05,Delhi,Delhi,38.2,58.6,15.2,1.2,Clear
2026-03-05,Kolkata,West Bengal,36.2,74.8,10.8,11.5,Rain
2026-03-05,Ahmedabad,Gujarat,36.6,46.0,21.9,0.3,Sunny
2026-03-05,Jaipur,Rajasthan,38.9,39.2,14.6,0.3,Clear
2026-03-05,Kochi,Kerala,29.9,79.6,12.2,12.0,Rain
2026-03-06,Bengaluru,Karnataka,29.1,74.2,11.4,7.6,Partly Cloudy
2026-03-06,Hyderabad,Telangana,33.3,61.4,14.9,1.9,Clear
2026-03-06,Chennai,Tamil Nadu,33.9,65.5,20.6,6.5,Cloudy
2026-03-06,Pune,Maharashtra,29.8,63.1,8.7,0.6,Sunny
2026-03-06,Mumbai,Maharashtra,32.5,74.5,16.0,9.3,Humid
2026-03-06,Delhi,Delhi,35.6,53.0,10.1,1.1,Clear
2026-03-06,Kolkata,West Bengal,35.3,75.1,9.1,3.9,Rain
2026-03-06,Ahmedabad,Gujarat,37.1,50.1,19.5,0.4,Sunny
2026-03-06,Jaipur,Rajasthan,39.2,36.6,18.4,0.3,Clear
2026-03-06,Kochi,Kerala,30.1,88.6,10.5,6.9,Rain
2026-03-07,Bengaluru,Karnataka,32.6,72.9,13.8,3.3,Partly Cloudy
2026-03-07,Hyderabad,Telangana,34.7,54.8,12.9,1.8,Clear
2026-03-07,Chennai,Tamil Nadu,33.4,71.3,16.6,4.3,Cloudy
2026-03-07,Pune,Maharashtra,32.1,57.0,12.5,1.7,Sunny
2026-03-07,Mumbai,Maharashtra,33.8,78.9,18.6,13.2,Humid
2026-03-07,Delhi,Delhi,35.3,55.4,11.4,1.4,Clear
2026-03-07,Kolkata,West Bengal,35.6,85.6,7.4,8.2,Rain
2026-03-07,Ahmedabad,Gujarat,38.2,51.3,20.5,0.1,Sunny
2026-03-07,Jaipur,Rajasthan,38.6,36.4,15.8,0.3,Clear
2026-03-07,Kochi,Kerala,30.1,90.0,12.2,8.5,Rain
2026-03-08,Bengaluru,Karnataka,29.5,71.3,14.2,7.6,Partly Cloudy
2026-03-08,Hyderabad,Telangana,31.9,54.3,12.2,3.2,Clear
2026-03-08,Chennai,Tamil Nadu,34.0,70.8,17.0,7.7,Cloudy
2026-03-08,Pune,Maharashtra,30.7,53.0,12.5,1.6,Sunny
2026-03-08,Mumbai,Maharashtra,33.0,82.3,18.8,2.6,Humid
2026-03-08,Delhi,Delhi,36.0,47.1,12.4,1.6,Clear
2026-03-08,Kolkata,West Bengal,36.0,74.5,7.8,14.5,Rain
2026-03-08,Ahmedabad,Gujarat,37.9,43.5,19.1,0.2,Sunny
2026-03-08,Jaipur,Rajasthan,39.5,40.5,17.7,0.2,Clear
2026-03-08,Kochi,Kerala,29.9,81.6,9.4,20.3,Rain
2026-03-09,Bengaluru,Karnataka,31.0,65.6,10.2,5.5,Partly Cloudy
2026-03-09,Hyderabad,Telangana,33.3,62.1,13.8,1.7,Clear
2026-03-09,Chennai,Tamil Nadu,33.2,71.1,17.3,1.9,Cloudy
2026-03-09,Pune,Maharashtra,31.0,64.8,7.5,0.7,Sunny
2026-03-09,Mumbai,Maharashtra,32.9,74.8,14.7,8.6,Humid
2026-03-09,Delhi,Delhi,35.6,53.0,12.6,1.7,Clear
2026-03-09,Kolkata,West Bengal,36.7,74.5,10.1,13.8,Rain
2026-03-09,Ahmedabad,Gujarat,38.6,48.8,20.0,0.4,Sunny
2026-03-09,Jaipur,Rajasthan,37.5,38.9,17.3,0.3,Clear
2026-03-09,Kochi,Kerala,33.3,86.5,9.9,17.9,Rain
2026-03-10,Bengaluru,Karnataka,31.5,72.1,13.0,5.4,Partly Cloudy
2026-03-10,Hyderabad,Telangana,33.6,59.7,11.9,1.7,Clear
2026-03-10,Chennai,Tamil Nadu,34.4,76.8,18.2,4.9,Cloudy
2026-03-10,Pune,Maharashtra,30.0,54.3,9.3,0.7,Sunny
2026-03-10,Mumbai,Maharashtra,30.2,83.2,15.8,7.9,Humid
2026-03-10,Delhi,Delhi,36.7,49.2,10.4,0.4,Clear
2026-03-10,Kolkata,West Bengal,33.9,78.3,11.1,10.7,Rain
2026-03-10,Ahmedabad,Gujarat,38.8,42.8,21.7,0.4,Sunny
2026-03-10,Jaipur,Rajasthan,36.3,37.5,16.0,0.4,Clear
2026-03-10,Kochi,Kerala,30.9,87.8,10.7,19.9,Rain
2026-03-11,Bengaluru,Karnataka,28.7,71.8,14.6,4.6,Partly Cloudy
2026-03-11,Hyderabad,Telangana,32.3,54.3,12.5,1.5,Clear
2026-03-11,Chennai,Tamil Nadu,35.9,66.1,17.7,3.5,Cloudy
2026-03-11,Pune,Maharashtra,31.4,63.1,11.1,0.8,Sunny
2026-03-11,Mumbai,Maharashtra,33.0,84.5,16.7,3.4,Humid
